seed,scenario,sequence_index,sequence_id,slot,start,end_exclusive,channels,signs,duration,magnitude_std,offset_from_nearest_transition,scale_source,split,corruption_type
43,duration24,9,valf_20260921_43_transit_rough_001,1,40,64,[0],[1.0],24,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,duration24,10,valf_20260921_43_transit_rough_002,0,22,46,[0],[1.0],24,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,duration24,10,valf_20260921_43_transit_rough_002,1,86,110,[0],[-1.0],24,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,duration24,11,valf_20260921_43_transit_rough_003,0,76,100,[2],[1.0],24,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,duration24,11,valf_20260921_43_transit_rough_003,1,133,157,[0],[-1.0],24,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,0,valf_20260921_43_warehouse_000,0,57,69,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,1,valf_20260921_43_warehouse_001,0,127,139,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,2,valf_20260921_43_warehouse_002,0,130,142,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,3,valf_20260921_43_warehouse_003,0,38,50,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,4,valf_20260921_43_transit_smooth_000,0,1,13,[0],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,5,valf_20260921_43_transit_smooth_001,0,5,17,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,6,valf_20260921_43_transit_smooth_002,0,43,55,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,7,valf_20260921_43_transit_smooth_003,0,143,155,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,8,valf_20260921_43_transit_rough_000,0,103,115,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,9,valf_20260921_43_transit_rough_001,0,143,155,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,10,valf_20260921_43_transit_rough_002,0,22,34,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count1,11,valf_20260921_43_transit_rough_003,0,76,88,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,0,valf_20260921_43_warehouse_000,0,57,69,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,0,valf_20260921_43_warehouse_000,1,2,14,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,0,valf_20260921_43_warehouse_000,2,94,106,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,1,valf_20260921_43_warehouse_001,0,127,139,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,1,valf_20260921_43_warehouse_001,1,91,103,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,1,valf_20260921_43_warehouse_001,2,4,16,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,2,valf_20260921_43_warehouse_002,0,130,142,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,2,valf_20260921_43_warehouse_002,1,83,95,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,2,valf_20260921_43_warehouse_002,2,14,26,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,3,valf_20260921_43_warehouse_003,0,38,50,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,3,valf_20260921_43_warehouse_003,1,121,133,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,3,valf_20260921_43_warehouse_003,2,85,97,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,4,valf_20260921_43_transit_smooth_000,0,1,13,[0],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,4,valf_20260921_43_transit_smooth_000,1,122,134,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,4,valf_20260921_43_transit_smooth_000,2,40,52,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,5,valf_20260921_43_transit_smooth_001,0,5,17,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,5,valf_20260921_43_transit_smooth_001,1,76,88,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,5,valf_20260921_43_transit_smooth_001,2,124,136,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,6,valf_20260921_43_transit_smooth_002,0,43,55,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,6,valf_20260921_43_transit_smooth_002,1,1,13,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,6,valf_20260921_43_transit_smooth_002,2,133,145,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,7,valf_20260921_43_transit_smooth_003,0,143,155,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,7,valf_20260921_43_transit_smooth_003,1,19,31,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,7,valf_20260921_43_transit_smooth_003,2,92,104,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,8,valf_20260921_43_transit_rough_000,0,103,115,[2],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,8,valf_20260921_43_transit_rough_000,1,59,71,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,8,valf_20260921_43_transit_rough_000,2,7,19,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,9,valf_20260921_43_transit_rough_001,0,143,155,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,9,valf_20260921_43_transit_rough_001,1,40,52,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,9,valf_20260921_43_transit_rough_001,2,76,88,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,10,valf_20260921_43_transit_rough_002,0,22,34,[0],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,10,valf_20260921_43_transit_rough_002,1,86,98,[0],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,10,valf_20260921_43_transit_rough_002,2,140,152,[1],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,11,valf_20260921_43_transit_rough_003,0,76,88,[2],[1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,11,valf_20260921_43_transit_rough_003,1,133,145,[0],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,count3,11,valf_20260921_43_transit_rough_003,2,21,33,[1],[-1.0],12,1.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,0,valf_20260921_43_warehouse_000,0,57,69,[1],[-1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,0,valf_20260921_43_warehouse_000,1,2,14,[0],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,1,valf_20260921_43_warehouse_001,0,127,139,[0],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,1,valf_20260921_43_warehouse_001,1,91,103,[1],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,2,valf_20260921_43_warehouse_002,0,130,142,[2],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,2,valf_20260921_43_warehouse_002,1,83,95,[2],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,3,valf_20260921_43_warehouse_003,0,38,50,[1],[-1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,3,valf_20260921_43_warehouse_003,1,121,133,[2],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,4,valf_20260921_43_transit_smooth_000,0,1,13,[0],[-1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,4,valf_20260921_43_transit_smooth_000,1,122,134,[1],[-1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,5,valf_20260921_43_transit_smooth_001,0,5,17,[2],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,5,valf_20260921_43_transit_smooth_001,1,76,88,[2],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,6,valf_20260921_43_transit_smooth_002,0,43,55,[2],[-1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,6,valf_20260921_43_transit_smooth_002,1,1,13,[0],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,7,valf_20260921_43_transit_smooth_003,0,143,155,[0],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,7,valf_20260921_43_transit_smooth_003,1,19,31,[2],[-1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,8,valf_20260921_43_transit_rough_000,0,103,115,[2],[-1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,8,valf_20260921_43_transit_rough_000,1,59,71,[2],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,9,valf_20260921_43_transit_rough_001,0,143,155,[0],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,9,valf_20260921_43_transit_rough_001,1,40,52,[0],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,10,valf_20260921_43_transit_rough_002,0,22,34,[0],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,10,valf_20260921_43_transit_rough_002,1,86,98,[0],[-1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,11,valf_20260921_43_transit_rough_003,0,76,88,[2],[1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude2,11,valf_20260921_43_transit_rough_003,1,133,145,[0],[-1.0],12,2.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,0,valf_20260921_43_warehouse_000,0,57,69,[1],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,0,valf_20260921_43_warehouse_000,1,2,14,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,1,valf_20260921_43_warehouse_001,0,127,139,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,1,valf_20260921_43_warehouse_001,1,91,103,[1],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,2,valf_20260921_43_warehouse_002,0,130,142,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,2,valf_20260921_43_warehouse_002,1,83,95,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,3,valf_20260921_43_warehouse_003,0,38,50,[1],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,3,valf_20260921_43_warehouse_003,1,121,133,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,4,valf_20260921_43_transit_smooth_000,0,1,13,[0],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,4,valf_20260921_43_transit_smooth_000,1,122,134,[1],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,5,valf_20260921_43_transit_smooth_001,0,5,17,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,5,valf_20260921_43_transit_smooth_001,1,76,88,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,6,valf_20260921_43_transit_smooth_002,0,43,55,[2],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,6,valf_20260921_43_transit_smooth_002,1,1,13,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,7,valf_20260921_43_transit_smooth_003,0,143,155,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,7,valf_20260921_43_transit_smooth_003,1,19,31,[2],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,8,valf_20260921_43_transit_rough_000,0,103,115,[2],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,8,valf_20260921_43_transit_rough_000,1,59,71,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,9,valf_20260921_43_transit_rough_001,0,143,155,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,9,valf_20260921_43_transit_rough_001,1,40,52,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,10,valf_20260921_43_transit_rough_002,0,22,34,[0],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,10,valf_20260921_43_transit_rough_002,1,86,98,[0],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,11,valf_20260921_43_transit_rough_003,0,76,88,[2],[1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,magnitude4,11,valf_20260921_43_transit_rough_003,1,133,145,[0],[-1.0],12,4.0,,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,0,valf_20260921_43_warehouse_000,0,57,69,[1],[-1.0],12,1.0,-3.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,0,valf_20260921_43_warehouse_000,1,2,14,[0],[1.0],12,1.0,-58.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,1,valf_20260921_43_warehouse_001,0,127,139,[0],[1.0],12,1.0,7.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,1,valf_20260921_43_warehouse_001,1,91,103,[1],[1.0],12,1.0,-29.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,2,valf_20260921_43_warehouse_002,0,130,142,[2],[1.0],12,1.0,10.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,2,valf_20260921_43_warehouse_002,1,83,95,[2],[1.0],12,1.0,23.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,3,valf_20260921_43_warehouse_003,0,38,50,[1],[-1.0],12,1.0,-22.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,3,valf_20260921_43_warehouse_003,1,121,133,[2],[1.0],12,1.0,1.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,4,valf_20260921_43_transit_smooth_000,0,1,13,[0],[-1.0],12,1.0,-59.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,4,valf_20260921_43_transit_smooth_000,1,122,134,[1],[-1.0],12,1.0,2.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,5,valf_20260921_43_transit_smooth_001,0,5,17,[2],[1.0],12,1.0,-55.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,5,valf_20260921_43_transit_smooth_001,1,76,88,[2],[1.0],12,1.0,16.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,6,valf_20260921_43_transit_smooth_002,0,43,55,[2],[-1.0],12,1.0,-17.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,6,valf_20260921_43_transit_smooth_002,1,1,13,[0],[1.0],12,1.0,-59.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,7,valf_20260921_43_transit_smooth_003,0,143,155,[0],[1.0],12,1.0,23.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,7,valf_20260921_43_transit_smooth_003,1,19,31,[2],[-1.0],12,1.0,-41.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,8,valf_20260921_43_transit_rough_000,0,103,115,[2],[-1.0],12,1.0,-17.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,8,valf_20260921_43_transit_rough_000,1,59,71,[2],[1.0],12,1.0,-1.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,9,valf_20260921_43_transit_rough_001,0,143,155,[0],[1.0],12,1.0,23.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,9,valf_20260921_43_transit_rough_001,1,40,52,[0],[1.0],12,1.0,-20.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,10,valf_20260921_43_transit_rough_002,0,22,34,[0],[1.0],12,1.0,-38.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,10,valf_20260921_43_transit_rough_002,1,86,98,[0],[-1.0],12,1.0,26.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,11,valf_20260921_43_transit_rough_003,0,76,88,[2],[1.0],12,1.0,16.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_random,11,valf_20260921_43_transit_rough_003,1,133,145,[0],[-1.0],12,1.0,13.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,0,valf_20260921_43_warehouse_000,0,57,69,[1],[-1.0],12,1.0,-3.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,0,valf_20260921_43_warehouse_000,1,2,14,[0],[1.0],12,1.0,-58.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,1,valf_20260921_43_warehouse_001,0,127,139,[0],[1.0],12,1.0,7.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,1,valf_20260921_43_warehouse_001,1,91,103,[1],[1.0],12,1.0,-29.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,2,valf_20260921_43_warehouse_002,0,130,142,[2],[1.0],12,1.0,10.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,2,valf_20260921_43_warehouse_002,1,83,95,[2],[1.0],12,1.0,23.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,3,valf_20260921_43_warehouse_003,0,38,50,[1],[-1.0],12,1.0,-22.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,3,valf_20260921_43_warehouse_003,1,121,133,[2],[1.0],12,1.0,1.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,4,valf_20260921_43_transit_smooth_000,0,1,13,[0],[-1.0],12,1.0,-59.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,4,valf_20260921_43_transit_smooth_000,1,122,134,[1],[-1.0],12,1.0,2.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,5,valf_20260921_43_transit_smooth_001,0,5,17,[2],[1.0],12,1.0,-55.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,5,valf_20260921_43_transit_smooth_001,1,76,88,[2],[1.0],12,1.0,16.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,6,valf_20260921_43_transit_smooth_002,0,43,55,[2],[-1.0],12,1.0,-17.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,6,valf_20260921_43_transit_smooth_002,1,1,13,[0],[1.0],12,1.0,-59.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,7,valf_20260921_43_transit_smooth_003,0,143,155,[0],[1.0],12,1.0,23.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,7,valf_20260921_43_transit_smooth_003,1,19,31,[2],[-1.0],12,1.0,-41.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,8,valf_20260921_43_transit_rough_000,0,103,115,[2],[-1.0],12,1.0,-17.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,8,valf_20260921_43_transit_rough_000,1,59,71,[2],[1.0],12,1.0,-1.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,9,valf_20260921_43_transit_rough_001,0,143,155,[0],[1.0],12,1.0,23.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,9,valf_20260921_43_transit_rough_001,1,40,52,[0],[1.0],12,1.0,-20.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,10,valf_20260921_43_transit_rough_002,0,22,34,[0],[1.0],12,1.0,-38.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,10,valf_20260921_43_transit_rough_002,1,86,98,[0],[-1.0],12,1.0,26.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,11,valf_20260921_43_transit_rough_003,0,76,88,[2],[1.0],12,1.0,16.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_delay12,11,valf_20260921_43_transit_rough_003,1,133,145,[0],[-1.0],12,1.0,13.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,0,valf_20260921_43_warehouse_000,0,60,72,[1],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,0,valf_20260921_43_warehouse_000,1,120,132,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,1,valf_20260921_43_warehouse_001,0,60,72,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,1,valf_20260921_43_warehouse_001,1,120,132,[1],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,2,valf_20260921_43_warehouse_002,0,60,72,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,2,valf_20260921_43_warehouse_002,1,120,132,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,3,valf_20260921_43_warehouse_003,0,60,72,[1],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,3,valf_20260921_43_warehouse_003,1,120,132,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,4,valf_20260921_43_transit_smooth_000,0,60,72,[0],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,4,valf_20260921_43_transit_smooth_000,1,120,132,[1],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,5,valf_20260921_43_transit_smooth_001,0,60,72,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,5,valf_20260921_43_transit_smooth_001,1,120,132,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,6,valf_20260921_43_transit_smooth_002,0,60,72,[2],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,6,valf_20260921_43_transit_smooth_002,1,120,132,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,7,valf_20260921_43_transit_smooth_003,0,60,72,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,7,valf_20260921_43_transit_smooth_003,1,120,132,[2],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,8,valf_20260921_43_transit_rough_000,0,60,72,[2],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,8,valf_20260921_43_transit_rough_000,1,120,132,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,9,valf_20260921_43_transit_rough_001,0,60,72,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,9,valf_20260921_43_transit_rough_001,1,120,132,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,10,valf_20260921_43_transit_rough_002,0,60,72,[0],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,10,valf_20260921_43_transit_rough_002,1,120,132,[0],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,11,valf_20260921_43_transit_rough_003,0,60,72,[2],[1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_at,11,valf_20260921_43_transit_rough_003,1,120,132,[0],[-1.0],12,1.0,0.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,0,valf_20260921_43_warehouse_000,0,54,66,[1],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,0,valf_20260921_43_warehouse_000,1,114,126,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,1,valf_20260921_43_warehouse_001,0,54,66,[0],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,1,valf_20260921_43_warehouse_001,1,114,126,[1],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,2,valf_20260921_43_warehouse_002,0,54,66,[2],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,2,valf_20260921_43_warehouse_002,1,114,126,[2],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,3,valf_20260921_43_warehouse_003,0,54,66,[1],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,3,valf_20260921_43_warehouse_003,1,114,126,[2],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,4,valf_20260921_43_transit_smooth_000,0,54,66,[0],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,4,valf_20260921_43_transit_smooth_000,1,114,126,[1],[-1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,5,valf_20260921_43_transit_smooth_001,0,54,66,[2],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
43,switch_before6,5,valf_20260921_43_transit_smooth_001,1,114,126,[2],[1.0],12,1.0,-6.0,E1c_train_fit_per_true_regime,val_new,segment_bias
