scenario,method,temporal,view,onset_phase,any_active_hit_mean,any_active_hit_std,any_active_hit_count,fresh_onset_hit_mean,fresh_onset_hit_std,fresh_onset_hit_count,pre_active_mean,pre_active_std,pre_active_count,fresh_delay_detected_mean,fresh_delay_detected_std,fresh_delay_detected_count,fresh_delay_capped_mean,fresh_delay_capped_std,fresh_delay_capped_count,scoreable_fraction_mean,scoreable_fraction_std,scoreable_fraction_count,fully_unavailable_mean,fully_unavailable_std,fully_unavailable_count,delay_fraction_capped_mean,delay_fraction_capped_std,delay_fraction_capped_count
switch_after6,regime_marginal,ewma,observed,after,0.4333333333333333,0.11257713405088579,5,0.4333333333333333,0.11257713405088579,5,0.0,0.0,5,6.261111111111111,1.4250622685117316,5,9.5,0.8431710977020026,5,1.0,0.0,5,0.0,0.0,5,0.7916666666666667,0.0702642581418335,5
switch_after6,regime_marginal,point,clean,after,0.11666666666666665,0.08014743359029727,5,0.11666666666666665,0.08014743359029727,5,0.008333333333333333,0.018633899812498245,5,4.05,0.9882644720249063,4,11.1,0.5671872608661874,5,1.0,0.0,5,0.0,0.0,5,0.925,0.04726560507218226,5
switch_after6,regime_marginal,point,observed,after,0.39166666666666666,0.08640183897219883,5,0.39166666666666666,0.08640183897219883,5,0.008333333333333333,0.018633899812498245,5,3.6305555555555555,1.139633902662941,5,8.791666666666666,0.389755977788952,5,1.0,0.0,5,0.0,0.0,5,0.732638888888889,0.03247966481574603,5
switch_at,regime_conditional,cusum,clean,at,0.0,0.0,5,0.0,0.0,5,0.025,0.03726779962499649,5,,,0,12.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5
switch_at,regime_conditional,cusum,observed,at,0.6083333333333334,0.08122328620674137,5,0.6083333333333334,0.08122328620674137,5,0.025,0.03726779962499649,5,7.011233211233211,0.4586973900729173,5,8.95,0.6133639032236716,5,1.0,0.0,5,0.0,0.0,5,0.7458333333333333,0.0511136586019726,5
switch_at,regime_conditional,ewma,clean,at,0.016666666666666666,0.03726779962499649,5,0.016666666666666666,0.03726779962499649,5,0.008333333333333333,0.018633899812498245,5,8.5,,1,11.941666666666666,0.130437298687487,5,1.0,0.0,5,0.0,0.0,5,0.9951388888888889,0.0108697748906239,5
switch_at,regime_conditional,ewma,observed,at,0.8666666666666666,0.09033118078616165,5,0.8666666666666666,0.09033118078616165,5,0.008333333333333333,0.018633899812498245,5,5.942070591498509,0.2819310941033816,5,6.741666666666667,0.6868052044713183,5,1.0,0.0,5,0.0,0.0,5,0.5618055555555556,0.05723376703927647,5
switch_at,regime_conditional,point,clean,at,0.10833333333333332,0.047507309379130745,5,0.10833333333333332,0.047507309379130745,5,0.008333333333333333,0.018633899812498245,5,7.333333333333334,2.715695122800054,5,11.516666666666666,0.2422406975624771,5,1.0,0.0,5,0.0,0.0,5,0.9597222222222221,0.020186724796873105,5
switch_at,regime_conditional,point,observed,at,0.5916666666666667,0.20497289793748077,5,0.5916666666666667,0.20497289793748077,5,0.008333333333333333,0.018633899812498245,5,4.444035087719298,0.8761723009160824,5,7.591666666666667,1.3678475589203807,5,1.0,0.0,5,0.0,0.0,5,0.632638888888889,0.11398729657669832,5
switch_at,regime_marginal,cusum,clean,at,0.0,0.0,5,0.0,0.0,5,0.03333333333333333,0.03486083443891982,5,,,0,12.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5
switch_at,regime_marginal,cusum,observed,at,0.11666666666666667,0.074535599249993,5,0.11666666666666667,0.074535599249993,5,0.03333333333333333,0.03486083443891982,5,7.583333333333334,1.6859989894992797,4,11.508333333333335,0.31374750995027795,5,1.0,0.0,5,0.0,0.0,5,0.9590277777777778,0.026145625829189854,5
switch_at,regime_marginal,ewma,clean,at,0.016666666666666666,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,9.0,2.8284271247461903,2,11.95,0.09033118078616183,5,1.0,0.0,5,0.0,0.0,5,0.9958333333333333,0.007527598398846835,5
switch_at,regime_marginal,ewma,observed,at,0.375,0.12147816447594376,5,0.375,0.12147816447594376,5,0.016666666666666666,0.02282177322938192,5,7.297878787878789,0.6091546024288403,5,10.2,0.7237297300941986,5,1.0,0.0,5,0.0,0.0,5,0.85,0.06031081084118326,5
switch_at,regime_marginal,point,clean,at,0.11666666666666665,0.06846531968814576,5,0.10833333333333332,0.06319062870042959,5,0.008333333333333333,0.018633899812498245,5,7.859999999999999,2.2244100341438853,5,11.616666666666665,0.170273472847521,5,1.0,0.0,5,0.0,0.0,5,0.9680555555555556,0.014189456070626712,5
switch_at,regime_marginal,point,observed,at,0.39166666666666666,0.07569125885243728,5,0.39166666666666666,0.07569125885243728,5,0.008333333333333333,0.018633899812498245,5,5.470064935064935,1.9407513144476487,5,9.433333333333334,0.9694106170475164,5,1.0,0.0,5,0.0,0.0,5,0.7861111111111111,0.080784218087293,5
switch_before6,regime_conditional,cusum,clean,before,0.03333333333333333,0.04564354645876384,5,0.03333333333333333,0.04564354645876384,5,0.008333333333333333,0.018633899812498245,5,3.0,0.7071067811865476,2,11.7,0.41184712643838567,5,1.0,0.0,5,0.0,0.0,5,0.975,0.03432059386986546,5
switch_before6,regime_conditional,cusum,observed,before,0.4,0.17330528619237853,5,0.4,0.17330528619237853,5,0.008333333333333333,0.018633899812498245,5,5.4224789915966385,1.3048291253357325,5,9.341666666666665,1.337363700220201,5,1.0,0.0,5,0.0,0.0,5,0.7784722222222222,0.11144697501835005,5
switch_before6,regime_conditional,ewma,clean,before,0.03333333333333333,0.04564354645876384,5,0.03333333333333333,0.04564354645876384,5,0.008333333333333333,0.018633899812498245,5,2.5,0.0,2,11.683333333333334,0.43361369135825617,5,1.0,0.0,5,0.0,0.0,5,0.9736111111111111,0.0361344742798547,5
switch_before6,regime_conditional,ewma,observed,before,0.65,0.08122328620674142,5,0.65,0.08122328620674142,5,0.008333333333333333,0.018633899812498245,5,4.940351935646054,0.5754006619656967,5,7.408333333333333,0.720724943681322,5,1.0,0.0,5,0.0,0.0,5,0.617361111111111,0.06006041197344347,5
switch_before6,regime_conditional,point,clean,before,0.10833333333333332,0.022821773229381927,5,0.10833333333333332,0.022821773229381927,5,0.0,0.0,5,5.266666666666667,1.652439274392725,5,11.266666666666666,0.23496453633119438,5,1.0,0.0,5,0.0,0.0,5,0.9388888888888889,0.019580378027599578,5
switch_before6,regime_conditional,point,observed,before,0.6333333333333334,0.1425219281373923,5,0.6333333333333334,0.1425219281373923,5,0.0,0.0,5,4.394614209320091,0.659497636359588,5,7.241666666666667,0.8113774296425394,5,1.0,0.0,5,0.0,0.0,5,0.6034722222222222,0.06761478580354492,5
switch_before6,regime_marginal,cusum,clean,before,0.03333333333333333,0.03486083443891982,5,0.008333333333333333,0.018633899812498245,5,0.025,0.02282177322938192,5,4.0,,1,11.933333333333334,0.14907119849998612,5,1.0,0.0,5,0.0,0.0,5,0.9944444444444445,0.012422599874998823,5
switch_before6,regime_marginal,cusum,observed,before,0.075,0.03486083443891982,5,0.049999999999999996,0.018633899812498245,5,0.025,0.02282177322938192,5,6.4,2.1908902300206643,5,11.725,0.12004050242406576,5,1.0,0.0,5,0.0,0.0,5,0.9770833333333334,0.010003375202005433,5
switch_before6,regime_marginal,ewma,clean,before,0.016666666666666666,0.02282177322938192,5,0.016666666666666666,0.02282177322938192,5,0.0,0.0,5,2.5,0.7071067811865476,2,11.841666666666667,0.21730674684008824,5,1.0,0.0,5,0.0,0.0,5,0.9868055555555555,0.01810889557000735,5
switch_before6,regime_marginal,ewma,observed,before,0.225,0.14006446928309677,5,0.225,0.14006446928309677,5,0.0,0.0,5,5.617272727272727,0.7635984839089843,5,10.558333333333334,0.9122050512661914,5,1.0,0.0,5,0.0,0.0,5,0.8798611111111111,0.07601708760551595,5
switch_before6,regime_marginal,point,clean,before,0.041666666666666664,0.02946278254943948,5,0.041666666666666664,0.02946278254943948,5,0.0,0.0,5,6.125,5.105144464165535,4,11.725,0.34181907169989434,5,1.0,0.0,5,0.0,0.0,5,0.9770833333333332,0.02848492264165788,5
switch_before6,regime_marginal,point,observed,before,0.39166666666666666,0.16822191031821956,5,0.39166666666666666,0.16822191031821956,5,0.0,0.0,5,4.720537240537241,0.8349195028421045,5,9.2,1.0750484485206548,5,1.0,0.0,5,0.0,0.0,5,0.7666666666666666,0.08958737071005456,5
switch_delay12,regime_conditional,cusum,clean,after,0.8800000000000001,0.2683281572999748,5,0.2733333333333333,0.22035325174717882,5,0.6066666666666667,0.3139355914125627,5,3.125,3.06526235962492,4,9.57,2.1241468875762806,5,1.0,0.0,5,0.0,0.0,5,0.7975,0.17701224063135668,5
switch_delay12,regime_conditional,cusum,clean,at,1.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,1.4142135623730951,2,1.0,1.4142135623730951,2,1.0,0.0,2,0.0,0.0,2,0.08333333333333333,0.11785113019775792,2
switch_delay12,regime_conditional,cusum,clean,before,0.5333333333333333,0.36132472314464664,5,0.5333333333333333,0.36132472314464664,5,0.0,0.0,5,5.416666666666667,4.159994658116228,4,8.222222222222223,3.8492022582207026,5,1.0,0.0,5,0.0,0.0,5,0.6851851851851852,0.32076685485172524,5
switch_delay12,regime_conditional,cusum,clean,far,0.025,0.05590169943749475,5,0.025,0.05590169943749475,5,0.01111111111111111,0.024845199749997663,5,6.5,,1,11.8625,0.3074593469062212,5,1.0,0.0,5,0.0,0.0,5,0.9885416666666667,0.02562161224218507,5
switch_delay12,regime_conditional,cusum,observed,after,0.8866666666666667,0.17575235101952089,5,0.5633333333333332,0.2685868367751646,5,0.6066666666666667,0.3139355914125627,5,5.6,3.361547262794322,5,8.366666666666667,2.5403685209477427,5,1.0,0.0,5,0.0,0.0,5,0.6972222222222222,0.21169737674564526,5
switch_delay12,regime_conditional,cusum,observed,at,1.0,0.0,2,1.0,0.0,2,0.0,0.0,2,0.5,0.7071067811865476,2,0.5,0.7071067811865476,2,1.0,0.0,2,0.0,0.0,2,0.041666666666666664,0.05892556509887896,2
switch_delay12,regime_conditional,cusum,observed,before,0.7333333333333333,0.25276251480171835,5,0.7333333333333333,0.25276251480171835,5,0.0,0.0,5,3.4,1.6355427233796125,5,5.633333333333334,2.5342103744997617,5,1.0,0.0,5,0.0,0.0,5,0.46944444444444444,0.21118419787498016,5
switch_delay12,regime_conditional,cusum,observed,far,0.639297385620915,0.13107908419167935,5,0.639297385620915,0.13107908419167935,5,0.01111111111111111,0.024845199749997663,5,6.723540903540903,1.1091248478348448,5,8.66186274509804,0.725125802764375,5,1.0,0.0,5,0.0,0.0,5,0.7218218954248365,0.060427150230364504,5
switch_delay12,regime_conditional,ewma,clean,after,0.8800000000000001,0.2683281572999748,5,0.21666666666666665,0.2173067468400883,5,0.78,0.24647515087732472,5,3.8333333333333335,3.3291640592396963,3,10.35,1.5771810295587503,5,1.0,0.0,5,0.0,0.0,5,0.8625,0.1314317524632292,5
switch_delay12,regime_conditional,ewma,clean,at,1.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,1.4142135623730951,2,1.0,1.4142135623730951,2,1.0,0.0,2,0.0,0.0,2,0.08333333333333333,0.11785113019775792,2
switch_delay12,regime_conditional,ewma,clean,before,0.6555555555555556,0.22703129713002834,5,0.6555555555555556,0.22703129713002834,5,0.0,0.0,5,5.814285714285714,3.4786520964539216,5,7.655555555555556,3.3055322128027345,5,1.0,0.0,5,0.0,0.0,5,0.637962962962963,0.27546101773356124,5
switch_delay12,regime_conditional,ewma,clean,far,0.134281045751634,0.09107277937299862,5,0.134281045751634,0.09107277937299862,5,0.0,0.0,5,6.0625,2.435629624279247,4,11.244330065359478,0.5073372970233925,5,1.0,0.0,5,0.0,0.0,5,0.937027505446623,0.042278108085282685,5
switch_delay12,regime_conditional,ewma,observed,after,0.8866666666666667,0.17575235101952089,5,0.47333333333333333,0.28396987320645284,5,0.78,0.24647515087732472,5,5.966666666666667,1.9163043135739746,5,9.206666666666667,1.680467858134223,5,1.0,0.0,5,0.0,0.0,5,0.7672222222222222,0.14003898817785188,5
switch_delay12,regime_conditional,ewma,observed,at,1.0,0.0,2,1.0,0.0,2,0.0,0.0,2,0.5,0.7071067811865476,2,0.5,0.7071067811865476,2,1.0,0.0,2,0.0,0.0,2,0.041666666666666664,0.05892556509887896,2
switch_delay12,regime_conditional,ewma,observed,before,0.7555555555555555,0.250308451690418,5,0.7555555555555555,0.250308451690418,5,0.0,0.0,5,3.4,1.140175425099138,5,5.5,2.23606797749979,5,1.0,0.0,5,0.0,0.0,5,0.45833333333333337,0.1863389981249825,5
switch_delay12,regime_conditional,ewma,observed,far,0.7699673202614379,0.15000001779942085,5,0.7699673202614379,0.15000001779942085,5,0.0,0.0,5,5.246493506493506,0.850456208865478,5,6.873398692810457,0.6366340028645303,5,1.0,0.0,5,0.0,0.0,5,0.5727832244008715,0.05305283357204421,5
switch_delay12,regime_conditional,point,clean,after,0.8366666666666667,0.17094508539944112,5,0.3466666666666667,0.27167177909299955,5,0.6966666666666667,0.24506235034283735,5,4.916666666666667,2.4551533104427063,4,9.809999999999999,1.3296616110875725,5,1.0,0.0,5,0.0,0.0,5,0.8175000000000001,0.11080513425729774,5
switch_delay12,regime_conditional,point,clean,at,1.0,0.0,2,1.0,0.0,2,0.0,0.0,2,5.5,7.7781745930520225,2,5.5,7.7781745930520225,2,1.0,0.0,2,0.0,0.0,2,0.4583333333333333,0.6481812160876685,2
switch_delay12,regime_conditional,point,clean,before,0.711111111111111,0.264691761101591,5,0.711111111111111,0.264691761101591,5,0.0,0.0,5,4.86,2.0489021450523204,5,6.511111111111111,3.490153698550563,5,1.0,0.0,5,0.0,0.0,5,0.5425925925925926,0.2908461415458803,5
switch_delay12,regime_conditional,point,clean,far,0.15723856209150328,0.06749106805468559,5,0.15723856209150328,0.06749106805468559,5,0.0,0.0,5,7.05,2.361143790623519,5,11.134460784313726,0.5105051385085908,5,1.0,0.0,5,0.0,0.0,5,0.9278717320261439,0.04254209487571588,5
switch_delay12,regime_conditional,point,observed,after,0.8366666666666667,0.17094508539944114,5,0.43,0.27294688127912364,5,0.6966666666666667,0.24506235034283735,5,4.0,2.160246899469287,4,8.58,2.3306651411131543,5,1.0,0.0,5,0.0,0.0,5,0.715,0.1942220950927629,5
switch_delay12,regime_conditional,point,observed,at,1.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,1.4142135623730951,2,1.0,1.4142135623730951,2,1.0,0.0,2,0.0,0.0,2,0.08333333333333333,0.11785113019775792,2
switch_delay12,regime_conditional,point,observed,before,0.9333333333333333,0.149071198499986,5,0.9333333333333333,0.149071198499986,5,0.0,0.0,5,3.5333333333333337,1.5156590059186208,5,4.155555555555556,1.6984924324853132,5,1.0,0.0,5,0.0,0.0,5,0.34629629629629627,0.14154103604044277,5
switch_delay12,regime_conditional,point,observed,far,0.6261437908496732,0.1241098855933522,5,0.6261437908496732,0.1241098855933522,5,0.0,0.0,5,4.601601731601732,1.1302807052861978,5,7.42421568627451,0.756872237825261,5,1.0,0.0,5,0.0,0.0,5,0.6186846405228759,0.06307268648543846,5
switch_delay12,regime_marginal,cusum,clean,after,0.6933333333333334,0.2126551721031544,5,0.07333333333333333,0.10110500592068734,5,0.62,0.21679483388678797,5,0.5,0.7071067811865476,2,11.16,1.1523888232710346,5,1.0,0.0,5,0.0,0.0,5,0.93,0.09603240193925287,5
switch_delay12,regime_marginal,cusum,clean,at,0.5,0.7071067811865476,2,0.0,0.0,2,0.5,0.7071067811865476,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_delay12,regime_marginal,cusum,clean,before,0.28888888888888886,0.264691761101591,5,0.28888888888888886,0.264691761101591,5,0.0,0.0,5,3.6666666666666665,2.8867513459481287,3,9.555555555555555,2.5030845169041798,5,1.0,0.0,5,0.0,0.0,5,0.7962962962962963,0.20859037640868167,5
switch_delay12,regime_marginal,cusum,clean,far,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,,,0,12.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5
switch_delay12,regime_marginal,cusum,observed,after,0.7266666666666667,0.22035325174717882,5,0.15666666666666668,0.1507389207279335,5,0.62,0.21679483388678797,5,4.833333333333333,5.619905100029122,3,10.903333333333332,1.399722194659434,5,1.0,0.0,5,0.0,0.0,5,0.9086111111111113,0.11664351622161945,5
switch_delay12,regime_marginal,cusum,observed,at,0.5,0.7071067811865476,2,0.0,0.0,2,0.5,0.7071067811865476,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_delay12,regime_marginal,cusum,observed,before,0.4666666666666667,0.36132472314464664,5,0.4666666666666667,0.36132472314464664,5,0.0,0.0,5,5.25,2.5,4,8.8,2.7748873851023212,5,1.0,0.0,5,0.0,0.0,5,0.7333333333333333,0.23124061542519345,5
switch_delay12,regime_marginal,cusum,observed,far,0.1350326797385621,0.09671833501414336,5,0.1350326797385621,0.09671833501414336,5,0.0,0.0,5,7.0,3.4880749227427255,4,11.457908496732026,0.4040552267386969,5,1.0,0.0,5,0.0,0.0,5,0.9548257080610021,0.03367126889489132,5
switch_delay12,regime_marginal,ewma,clean,after,0.7766666666666666,0.18089284734953515,5,0.12333333333333334,0.11642832797715319,5,0.6533333333333333,0.2062899792902107,5,1.3333333333333333,1.5275252316519468,3,10.67,1.2969194269498783,5,1.0,0.0,5,0.0,0.0,5,0.8891666666666665,0.10807661891248987,5
switch_delay12,regime_marginal,ewma,clean,at,0.5,0.7071067811865476,2,0.5,0.7071067811865476,2,0.0,0.0,2,0.0,,1,6.0,8.48528137423857,2,1.0,0.0,2,0.0,0.0,2,0.5,0.7071067811865476,2
switch_delay12,regime_marginal,ewma,clean,before,0.611111111111111,0.21872244094477253,5,0.611111111111111,0.21872244094477253,5,0.0,0.0,5,5.16,3.678042957878551,5,8.322222222222223,1.4971165701745999,5,1.0,0.0,5,0.0,0.0,5,0.6935185185185185,0.12475971418121669,5
switch_delay12,regime_marginal,ewma,clean,far,0.055375816993464055,0.035778736097978145,5,0.055375816993464055,0.035778736097978145,5,0.0,0.0,5,8.75,1.707825127659933,4,11.837843137254902,0.11758903798030504,5,1.0,0.0,5,0.0,0.0,5,0.9864869281045751,0.00979908649835868,5
switch_delay12,regime_marginal,ewma,observed,after,0.8166666666666667,0.20749832663314555,5,0.31333333333333335,0.13406051701460137,5,0.6533333333333333,0.2062899792902107,5,6.1,4.129164564412516,5,10.046666666666667,1.6609652481480626,5,1.0,0.0,5,0.0,0.0,5,0.8372222222222222,0.1384137706790052,5
switch_delay12,regime_marginal,ewma,observed,at,0.5,0.7071067811865476,2,0.5,0.7071067811865476,2,0.0,0.0,2,0.0,,1,6.0,8.48528137423857,2,1.0,0.0,2,0.0,0.0,2,0.5,0.7071067811865476,2
switch_delay12,regime_marginal,ewma,observed,before,0.5333333333333333,0.36132472314464664,5,0.5333333333333333,0.36132472314464664,5,0.0,0.0,5,3.666666666666667,1.7795130420052185,4,7.622222222222223,3.0330992990709507,5,1.0,0.0,5,0.0,0.0,5,0.6351851851851852,0.25275827492257924,5
switch_delay12,regime_marginal,ewma,observed,far,0.40851307189542485,0.06592181495627136,5,0.40851307189542485,0.06592181495627136,5,0.0,0.0,5,6.093571428571428,0.7571276952659807,5,9.599575163398693,0.4278700712313558,5,1.0,0.0,5,0.0,0.0,5,0.7999645969498911,0.03565583926927965,5
switch_delay12,regime_marginal,point,clean,after,0.8266666666666668,0.10314498964510536,5,0.21333333333333332,0.14596422697207545,5,0.6933333333333334,0.2126551721031544,5,4.125,4.972842915945231,4,10.4,1.3986600730699366,5,1.0,0.0,5,0.0,0.0,5,0.8666666666666666,0.11655500608916138,5
switch_delay12,regime_marginal,point,clean,at,0.5,0.7071067811865476,2,0.5,0.7071067811865476,2,0.0,0.0,2,0.0,,1,6.0,8.48528137423857,2,1.0,0.0,2,0.0,0.0,2,0.5,0.7071067811865476,2
switch_delay12,regime_marginal,point,clean,before,0.8111111111111111,0.2593915006650834,5,0.8111111111111111,0.2593915006650834,5,0.0,0.0,5,5.0200000000000005,1.2557866060760483,5,6.1,2.6786190471957747,5,1.0,0.0,5,0.0,0.0,5,0.5083333333333334,0.22321825393298123,5
switch_delay12,regime_marginal,point,clean,far,0.1212091503267974,0.09355430648441394,5,0.1212091503267974,0.09355430648441394,5,0.0,0.0,5,4.3125,2.9394940040762116,4,11.159199346405227,0.6473190836678367,5,1.0,0.0,5,0.0,0.0,5,0.9299332788671023,0.05394325697231971,5
switch_delay12,regime_marginal,point,observed,after,0.8166666666666667,0.20749832663314555,5,0.32999999999999996,0.11510864433221339,5,0.6933333333333334,0.2126551721031544,5,5.8,4.08656334834051,5,9.959999999999999,1.255687062926109,5,1.0,0.0,5,0.0,0.0,5,0.8300000000000001,0.10464058857717577,5
switch_delay12,regime_marginal,point,observed,at,0.5,0.7071067811865476,2,0.5,0.7071067811865476,2,0.0,0.0,2,0.0,,1,6.0,8.48528137423857,2,1.0,0.0,2,0.0,0.0,2,0.5,0.7071067811865476,2
switch_delay12,regime_marginal,point,observed,before,0.6333333333333333,0.4149966532662911,5,0.6333333333333333,0.4149966532662911,5,0.0,0.0,5,3.875,0.24999999999999994,4,6.833333333333333,3.435921354681384,5,1.0,0.0,5,0.0,0.0,5,0.5694444444444444,0.286326779556782,5
switch_delay12,regime_marginal,point,observed,far,0.4911274509803921,0.17679915626793857,5,0.4911274509803921,0.17679915626793857,5,0.0,0.0,5,4.459696969696969,2.0676782603755717,5,8.404297385620914,1.2121876316561768,5,1.0,0.0,5,0.0,0.0,5,0.7003581154684096,0.10101563597134804,5
switch_random,regime_conditional,cusum,clean,after,0.05,0.11180339887498948,5,0.05,0.11180339887498948,5,0.0,0.0,5,10.0,,1,11.9,0.22360679774997907,5,1.0,0.0,5,0.0,0.0,5,0.9916666666666666,0.018633899812498238,5
switch_random,regime_conditional,cusum,clean,at,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_random,regime_conditional,cusum,clean,before,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,,,0,12.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5
switch_random,regime_conditional,cusum,clean,far,0.025,0.05590169943749475,5,0.025,0.05590169943749475,5,0.01111111111111111,0.024845199749997663,5,6.5,,1,11.8625,0.3074593469062212,5,1.0,0.0,5,0.0,0.0,5,0.9885416666666667,0.02562161224218507,5
switch_random,regime_conditional,cusum,observed,after,0.6900000000000001,0.3435112807463534,5,0.6900000000000001,0.3435112807463534,5,0.0,0.0,5,6.4833333333333325,1.0807661891248983,5,8.32,1.9444150791433394,5,1.0,0.0,5,0.0,0.0,5,0.6933333333333334,0.16203458992861164,5
switch_random,regime_conditional,cusum,observed,at,0.5,0.7071067811865476,2,0.5,0.7071067811865476,2,0.0,0.0,2,9.0,,1,10.5,2.1213203435596424,2,1.0,0.0,2,0.0,0.0,2,0.875,0.1767766952966369,2
switch_random,regime_conditional,cusum,observed,before,0.5111111111111111,0.500616903380836,5,0.5111111111111111,0.500616903380836,5,0.0,0.0,5,6.366666666666667,1.9756855350316593,3,9.277777777777777,2.650413431528125,5,1.0,0.0,5,0.0,0.0,5,0.7731481481481481,0.2208677859606771,5
switch_random,regime_conditional,cusum,observed,far,0.639297385620915,0.13107908419167935,5,0.639297385620915,0.13107908419167935,5,0.01111111111111111,0.024845199749997663,5,6.577387057387057,1.0338082085526152,5,8.576764705882352,0.6726461585940116,5,1.0,0.0,5,0.0,0.0,5,0.7147303921568627,0.056053846549500914,5
switch_random,regime_conditional,ewma,clean,after,0.13333333333333333,0.12638125740085918,5,0.13333333333333333,0.12638125740085918,5,0.0,0.0,5,10.333333333333334,0.5773502691896258,3,11.783333333333333,0.21730674684008836,5,1.0,0.0,5,0.0,0.0,5,0.9819444444444445,0.018108895570007305,5
switch_random,regime_conditional,ewma,clean,at,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_random,regime_conditional,ewma,clean,before,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,,,0,12.0,0.0,5,1.0,0.0,5,0.0,0.0,5,1.0,0.0,5
switch_random,regime_conditional,ewma,clean,far,0.14604575163398695,0.07097076963868541,5,0.14604575163398695,0.07097076963868541,5,0.0,0.0,5,4.85,3.4351128074635335,5,11.103153594771243,0.30056293256866756,5,1.0,0.0,5,0.0,0.0,5,0.9252627995642702,0.025046911047388983,5
switch_random,regime_conditional,ewma,observed,after,0.7633333333333333,0.2517715013437559,5,0.7633333333333333,0.2517715013437559,5,0.0,0.0,5,5.483333333333333,1.2671051872498809,5,6.866666666666665,2.2466023729672817,5,1.0,0.0,5,0.0,0.0,5,0.5722222222222222,0.18721686441394023,5
switch_random,regime_conditional,ewma,observed,at,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_random,regime_conditional,ewma,observed,before,0.6333333333333333,0.4149966532662911,5,0.6333333333333333,0.4149966532662911,5,0.0,0.0,5,6.125,2.0966242709015206,4,8.133333333333333,2.9235632748791707,5,1.0,0.0,5,0.0,0.0,5,0.6777777777777778,0.24363027290659758,5
switch_random,regime_conditional,ewma,observed,far,0.7699673202614379,0.15000001779942085,5,0.7699673202614379,0.15000001779942085,5,0.0,0.0,5,5.0280061115355235,0.8663488713439209,5,6.688562091503267,0.8275523562304278,5,1.0,0.0,5,0.0,0.0,5,0.557380174291939,0.06896269635253567,5
switch_random,regime_conditional,point,clean,after,0.13333333333333333,0.2173067468400883,5,0.13333333333333333,0.2173067468400883,5,0.0,0.0,5,11.0,0.0,2,11.866666666666667,0.21730674684008805,5,1.0,0.0,5,0.0,0.0,5,0.9888888888888889,0.018108895570007368,5
switch_random,regime_conditional,point,clean,at,0.0,0.0,2,0.0,0.0,2,0.0,0.0,2,,,0,12.0,0.0,2,1.0,0.0,2,0.0,0.0,2,1.0,0.0,2
switch_random,regime_conditional,point,clean,before,0.26666666666666666,0.25276251480171835,5,0.26666666666666666,0.25276251480171835,5,0.0,0.0,5,6.777777777777779,2.2689530951846826,3,10.522222222222222,1.667407242871473,5,1.0,0.0,5,0.0,0.0,5,0.8768518518518519,0.13895060357262273,5
switch_random,regime_conditional,point,clean,far,0.15723856209150328,0.06749106805468559,5,0.15723856209150328,0.06749106805468559,5,0.0,0.0,5,7.05,2.361143790623519,5,11.134460784313726,0.5105051385085908,5,1.0,0.0,5,0.0,0.0,5,0.9278717320261439,0.04254209487571588,5
switch_random,regime_conditional,point,observed,after,0.6533333333333333,0.1063275860515772,5,0.6533333333333333,0.1063275860515772,5,0.0,0.0,5,4.783333333333333,1.859286003939266,5,7.359999999999999,1.035857133006285,5,1.0,0.0,5,0.0,0.0,5,0.6133333333333333,0.08632142775052373,5
switch_random,regime_conditional,point,observed,at,0.5,0.7071067811865476,2,0.5,0.7071067811865476,2,0.0,0.0,2,11.0,,1,11.5,0.7071067811865476,2,1.0,0.0,2,0.0,0.0,2,0.9583333333333333,0.058925565098878946,2
switch_random,regime_conditional,point,observed,before,0.5333333333333333,0.07453559924999298,5,0.5333333333333333,0.07453559924999298,5,0.0,0.0,5,4.833333333333334,2.3570226039551585,5,8.122222222222224,1.5607057599483007,5,1.0,0.0,5,0.0,0.0,5,0.6768518518518519,0.130058813329025,5
